#yyyymm,locid,faacarrier,nominal_taxi_out,nominal_taxi_in
201303,GJT,DKE,9.2,3.3
201303,GJT,EGF,9.8,2.9
201303,GJT,EJA,9.2,3.3
201303,GJT,FDX,9.2,3.3
201303,GJT,FIV,9.2,3.3
201303,GJT,LYM,9.2,3.3
201303,GJT,OPT,9.2,3.3
201303,GJT,SKW,8.5,3.5
201303,GJT,VNR,9.2,3.3
201303,GJT,WWI,9.2,3.3
201303,GKN,ALL_FLTS,11.3,5.2
201303,GKN,SVX,11.3,5.2
201303,GKT,ALL_FLTS,11.3,5.2
201303,GKT,EJA,11.3,5.2
201303,GKY,ALL_FLTS,11.3,5.2
201303,GKY,EJA,11.3,5.2
201303,GKY,VRT,11.3,5.2
201303,GLD,ALL_FLTS,11.3,5.2
201303,GLD,LYM,11.3,5.2
201303,GLE,ALL_FLTS,11.3,5.2
201303,GLE,EJA,11.3,5.2
201303,GLE,MJI,11.3,5.2
201303,GLH,ALL_FLTS,11.3,5.2
201303,GLH,SIL,11.3,5.2
201303,GLR,ALL_FLTS,11.3,5.2
201303,GLR,NKT,11.3,5.2
201303,GLS,ALL_FLTS,11.3,5.2
201303,GLS,EJA,11.3,5.2
201303,GLV,ALL_FLTS,11.3,5.2
201303,GLV,ERR,11.3,5.2
201303,GMMN,ALL_FLTS,11.3,5.2
201303,GMMN,RAM,11.3,5.2
201303,GMU,ALL_FLTS,11.3,5.2
201303,GMU,EDG,11.3,5.2
201303,GMU,EJA,11.3,5.2
201303,GMU,FIV,11.3,5.2
201303,GMU,VET,11.3,5.2
201303,GNV,AAL,9.4,2.9
201303,GNV,ALL_FLTS,9.4,2.9
201303,GNV,ASQ,9.4,2.9
201303,GNV,BJS,9.4,2.9
201303,GNV,CXP,9.4,2.9
201303,GNV,DAL,9.4,2.9
201303,GNV,EGF,9.4,2.9
201303,GNV,EJA,9.4,2.9
201303,GNV,FLG,9.4,2.9
201303,GNV,JIA,9.4,2.9
201303,GNV,NGF,9.4,2.9
201303,GNV,SIL,9.4,2.9
201303,GNV,TRS,9.4,2.9
201303,GON,ALL_FLTS,11.3,5.2
201303,GON,AXQ,11.3,5.2
201303,GON,EJA,11.3,5.2
201303,GON,LXJ,11.3,5.2
201303,GON,PAT,11.3,5.2
201303,GON,VNR,11.3,5.2
201303,GOOY,ALL_FLTS,11.3,5.2
201303,GOOY,DAL,11.3,5.2
201303,GOOY,SAA,11.3,5.2
201303,GPH,ALL_FLTS,11.3,5.2
201303,GPH,XSR,11.3,5.2
201303,GPI,AAY,11.3,5.2
201303,GPI,ALL_FLTS,11.3,5.2
201303,GPI,ASQ,11.3,5.2
201303,GPI,CPZ,11.3,5.2
201303,GPI,EJA,11.3,5.2
201303,GPI,ELJ,11.3,5.2
201303,GPI,FIV,11.3,5.2
201303,GPI,QXE,11.3,5.2
201303,GPI,SKW,11.3,5.2
201303,GPI,VNR,11.3,5.2
201303,GPT,ALL_FLTS,9.831034482758621,4.077904761904762
201303,GPT,AMF,9.7,4.0
201303,GPT,ASQ,9.7,4.0
201303,GPT,DAL,10.9,4.7
201303,GPT,EGF,9.3,3.8
201303,GPT,EJA,9.7,4.0
201303,GPT,ELJ,9.7,4.0
201303,GPT,FLG,10.9,3.9
201303,GPT,JIA,9.7,4.0
201303,GPT,OAE,9.7,4.0
201303,GPT,OPT,9.7,4.0
201303,GPT,PAT,9.7,4.0
201303,GPT,RBY,9.7,4.0
201303,GPT,SWA,9.7,4.0
201303,GPT,UAL,9.7,4.0
201303,GPT,WOA,9.7,4.0
201303,GPZ,ALL_FLTS,11.3,5.2
201303,GPZ,BMJ,11.3,5.2
201303,GRB,ALL_FLTS,8.877195945945946,3.421666666666667
201303,GRB,ASQ,8.5,3.4
201303,GRB,CHQ,8.5,3.4
201303,GRB,DAL,11.5,4.2
201303,GRB,DCM,8.5,3.4
201303,GRB,ECJ,8.5,3.4
201303,GRB,EGF,6.7,2.4
201303,GRB,FLG,9.6,3.6
201303,GRB,FRG,8.5,3.4
201303,GRB,LKF,8.5,3.4
201303,GRB,SCX,8.5,3.4
201303,GRB,SKW,8.5,3.4
201303,GRD,ALL_FLTS,11.3,5.2
201303,GRD,EJM,11.3,5.2
201303,GRF,ALL_FLTS,11.3,5.2
201303,GRF,PAT,11.3,5.2
201303,GRI,AAY,11.3,5.2
201303,GRI,ALL_FLTS,11.3,5.2
201303,GRI,AMF,11.3,5.2
201303,GRI,BVN,11.3,5.2
201303,GRI,EGF,11.3,5.2
201303,GRI,EJA,11.3,5.2
201303,GRK,ALL_FLTS,7.44635761589404,3.1
201303,GRK,ASQ,7.8,3.1
201303,GRK,DAL,7.8,3.1
201303,GRK,EGF,7.2,3.1
201303,GRK,NAO,7.8,3.1
201303,GRK,OAE,7.8,3.1
201303,GRK,PAT,7.8,3.1
201303,GRK,SWA,7.8,3.1
201303,GRK,UAL,7.8,3.1
201303,GRR,AAY,10.8,3.9
201303,GRR,ALL_FLTS,10.602220812182741,3.81916354556804
201303,GRR,ASQ,10.8,3.9
201303,GRR,BJS,10.8,3.9
201303,GRR,CHQ,10.8,3.9
201303,GRR,DAL,11.1,4.3
201303,GRR,EGF,10.2,3.1
201303,GRR,EJA,10.8,3.9
201303,GRR,ELJ,10.8,3.9
201303,GRR,FDX,10.8,3.9
201303,GRR,FFT,10.8,3.9
201303,GRR,FLG,9.6,3.2
201303,GRR,GJS,10.8,3.9
201303,GRR,IFL,10.8,3.9
201303,GRR,JLG,10.8,3.9
201303,GRR,KFS,10.8,3.9
201303,GRR,LOF,10.8,3.9
201303,GRR,RPA,10.8,3.9
201303,GRR,SKW,9.1,3.9
201303,GRR,TCF,10.8,3.9
201303,GRR,TRS,10.8,3.9
201303,GRR,UAL,10.8,3.9
201303,GSH,ALL_FLTS,11.3,5.2
201303,GSH,EJA,11.3,5.2
201303,GSN,ALL_FLTS,11.3,5.2
201303,GSN,DAL,11.3,5.2
201303,GSO,AAL,12.4,3.7
201303,GSO,ABX,12.4,3.7
201303,GSO,ALL_FLTS,12.245076452599388,3.6461633663366335
201303,GSO,ASA,12.4,3.7
201303,GSO,ASH,12.4,3.7
201303,GSO,ASQ,12.4,3.7
201303,GSO,AWE,12.4,3.7
201303,GSO,AWI,12.4,3.7
201303,GSO,BSK,12.4,3.7
201303,GSO,CHQ,12.4,3.7
201303,GSO,CNS,12.4,3.7
201303,GSO,DAL,12.4,3.7
201303,GSO,EGF,10.7,2.8
201303,GSO,EJA,12.4,3.7
201303,GSO,ELJ,12.4,3.7
201303,GSO,FDX,12.4,3.7
201303,GSO,FFT,12.4,3.7
201303,GSO,FIV,12.4,3.7
201303,GSO,FLG,12.4,4.1
201303,GSO,GJS,12.4,3.7
201303,GSO,HPN,12.4,3.7
201303,GSO,JIA,12.4,3.7
201303,GSO,OPT,12.4,3.7
201303,GSO,PDT,12.4,3.7
201303,GSO,RPA,12.4,3.7
201303,GSO,SPK,12.4,3.7
201303,GSO,SWA,12.4,3.7
201303,GSO,UAL,12.4,3.7
201303,GSO,UJC,12.4,3.7
201303,GSO,ULA,12.4,3.7
201303,GSO,UPS,12.4,3.7
201303,GSO,VNR,12.4,3.7
201303,GSO,XSR,12.4,3.7
201303,GSP,AAY,11.0,3.0
201303,GSP,ALL_FLTS,10.878303198887343,3.0108333333333333
201303,GSP,ASQ,11.0,3.0
201303,GSP,AWI,11.0,3.0
201303,GSP,CHQ,11.0,3.0
201303,GSP,DAL,11.0,3.0
201303,GSP,EGF,9.6,2.8
201303,GSP,EJM,11.0,3.0
201303,GSP,FDX,11.0,3.0
201303,GSP,FLG,10.7,3.2
201303,GSP,JIA,11.0,3.0
201303,GSP,LOF,11.0,3.0
201303,GSP,LXJ,11.0,3.0
201303,GSP,OPT,11.0,3.0
201303,GSP,PDT,11.0,3.0
201303,GSP,SWA,11.0,3.0
201303,GSP,TPJ,11.0,3.0
201303,GSP,UPS,11.0,3.0
201303,GSP,VET,11.0,3.0
201303,GSP,VNR,11.0,3.0
201303,GTB,ALL_FLTS,11.3,5.2
201303,GTB,SWA,11.3,5.2
201303,GTB,TRS,11.3,5.2
201303,GTF,AAY,8.6,3.9
201303,GTF,ALL_FLTS,8.5475,3.9
201303,GTF,CPZ,8.6,3.9
201303,GTF,DOJ,8.6,3.9
201303,GTF,DOW,8.6,3.9
201303,GTF,EJA,8.6,3.9
201303,GTF,FDX,8.6,3.9
201303,GTF,FTH,8.6,3.9
201303,GTF,QXE,8.6,3.9
201303,GTF,SKW,8.5,3.9
201303,GTR,ALL_FLTS,9.0,3.1
201303,GTR,ASQ,9.0,3.1
201303,GTR,OPT,9.0,3.1
201303,GTU,ALL_FLTS,11.3,5.2
201303,GUC,AAL,8.7,2.7
201303,GUC,ALL_FLTS,8.7,2.7
201303,GUC,ASQ,8.7,2.7
201303,GUC,EJA,8.7,2.7
201303,GUC,EJM,8.7,2.7
201303,GUC,LYM,8.7,2.7
201303,GUC,OPT,8.7,2.7
201303,GUC,RPA,8.7,2.7
201303,GUC,SBE,8.7,2.7
201303,GUC,SFH,8.7,2.7
201303,GUC,UAL,8.7,2.7
201303,GUC,ULA,8.7,2.7
201303,GUC,VNR,8.7,2.7
201303,GUM,ALL_FLTS,11.3,5.2
201303,GUM,DAL,11.3,5.2
201303,GUM,UAL,11.3,5.2
201303,GUP,ALL_FLTS,11.3,5.2
201303,GUP,CFS,11.3,5.2
201303,GUP,EJA,11.3,5.2
201303,GUP,VNR,11.3,5.2
201303,GUS,AAL,11.3,5.2
201303,GUS,ALL_FLTS,11.3,5.2
201303,GUS,BSK,11.3,5.2
201303,GUS,TRS,11.3,5.2
201303,GUY,ALL_FLTS,11.3,5.2
201303,GUY,OPT,11.3,5.2
201303,GVL,ALL_FLTS,11.3,5.2
201303,GVL,JTL,11.3,5.2
201303,GVL,TFF,11.3,5.2
201303,GVT,ALL_FLTS,11.3,5.2
201303,GVT,DCM,11.3,5.2
201303,GVT,EJM,11.3,5.2
201303,GWO,ALL_FLTS,11.3,5.2
201303,GWO,ELJ,11.3,5.2
201303,GXY,ALL_FLTS,11.3,5.2
201303,GXY,JCT,11.3,5.2
201303,GYH,ALL_FLTS,11.3,5.2
201303,GYH,RAX,11.3,5.2
201303,GYI,ALL_FLTS,11.3,5.2
201303,GYI,FIV,11.3,5.2
201303,GYI,SBE,11.3,5.2
201303,GYI,XSR,11.3,5.2
201303,GYR,ALL_FLTS,11.3,5.2
201303,GYR,AWE,11.3,5.2
201303,GYR,EJA,11.3,5.2
201303,GYR,FFT,11.3,5.2
201303,GYR,MLN,11.3,5.2
201303,GYY,AAY,11.3,5.2
201303,GYY,ALL_FLTS,11.3,5.2
201303,GYY,EJA,11.3,5.2
201303,GYY,EJM,11.3,5.2
201303,GYY,FRG,11.3,5.2
201303,GYY,IFL,11.3,5.2
201303,GYY,ILU,11.3,5.2
201303,GYY,JTL,11.3,5.2
201303,GYY,JUS,11.3,5.2
201303,GYY,KFS,11.3,5.2
201303,GYY,NKT,11.3,5.2
201303,GYY,PAT,11.3,5.2
201303,GYY,PJC,11.3,5.2
201303,GYY,RAX,11.3,5.2
201303,GYY,VNR,11.3,5.2
201303,GYY,WDY,11.3,5.2
201303,HAO,ALL_FLTS,11.3,5.2
201303,HAO,DOW,11.3,5.2
201303,HAO,EJA,11.3,5.2
201303,HAO,LXJ,11.3,5.2
201303,HBG,ALL_FLTS,11.3,5.2
201303,HBG,PAT,11.3,5.2
201303,HBG,VNR,11.3,5.2
201303,HBV,ALL_FLTS,11.3,5.2
201303,HBV,EJA,11.3,5.2
201303,HBV,GCT,11.3,5.2
201303,HDC,ALL_FLTS,11.3,5.2
201303,HDC,FIV,11.3,5.2
201303,HDC,HRC,11.3,5.2
201303,HDC,OPT,11.3,5.2
201303,HDC,PAT,11.3,5.2
201303,HDN,AAL,11.7,3.5
201303,HDN,ALL_FLTS,11.507407407407408,3.5
201303,HDN,BJS,11.7,3.5
201303,HDN,CPZ,11.7,3.5
201303,HDN,DAL,11.7,3.5
201303,HDN,EJA,11.7,3.5
201303,HDN,ELJ,11.7,3.5
201303,HDN,GTH,11.7,3.5
201303,HDN,HRC,11.7,3.5
201303,HDN,LYM,11.7,3.5
201303,HDN,OPT,11.7,3.5
201303,HDN,RPA,11.7,3.5
201303,HDN,RSP,11.7,3.5
201303,HDN,SKW,10.4,3.5
201303,HDN,UAL,11.7,3.5
201303,HDN,VNR,11.7,3.5
201303,HECA,ALL_FLTS,11.3,5.2
201303,HECA,MSR,11.3,5.2
201303,HEF,ALL_FLTS,11.3,5.2
201303,HEF,CAP,11.3,5.2
201303,HEF,EJA,11.3,5.2
201303,HEF,EJM,11.3,5.2
201303,HEF,FWK,11.3,5.2
201303,HEF,JAS,11.3,5.2
201303,HEF,OPT,11.3,5.2
201303,HEF,RSP,11.3,5.2
201303,HEF,SIL,11.3,5.2
201303,HEF,TWY,11.3,5.2
201303,HEF,WML,11.3,5.2
201303,HEZ,ALL_FLTS,11.3,5.2
201303,HEZ,OPT,11.3,5.2
201303,HFD,ALL_FLTS,11.3,5.2
201303,HFD,CAP,11.3,5.2
201303,HFD,EJA,11.3,5.2
201303,HFD,OPT,11.3,5.2
201303,HFD,WIG,11.3,5.2
201303,HGR,ALL_FLTS,11.3,5.2
201303,HGR,FDY,11.3,5.2
201303,HGR,PAT,11.3,5.2
201303,HGR,WWI,11.3,5.2
201303,HHR,ALL_FLTS,11.3,5.2
201303,HHR,BYA,11.3,5.2
201303,HHR,EJA,11.3,5.2
201303,HIB,ALL_FLTS,11.3,5.2
201303,HIB,SCX,11.3,5.2
201303,HIB,SKW,11.3,5.2
201303,HII,ALL_FLTS,11.3,5.2
201303,HII,CFS,11.3,5.2
201303,HII,EJA,11.3,5.2
201303,HIK,ALL_FLTS,11.3,5.2
201303,HIK,RCH,11.3,5.2
201303,HIO,ALL_FLTS,11.3,5.2
201303,HIO,EJA,11.3,5.2
201303,HIO,LRT,11.3,5.2
201303,HIO,TWY,11.3,5.2
201303,HIO,VNR,11.3,5.2
201303,HIO,XSR,11.3,5.2
201303,HKA,ALL_FLTS,11.3,5.2
201303,HKA,EJA,11.3,5.2
201303,HKS,ALL_FLTS,11.3,5.2
201303,HKS,GAJ,11.3,5.2
201303,HKS,PAT,11.3,5.2
201303,HKS,PXG,11.3,5.2
201303,HKS,RAX,11.3,5.2
201303,HKY,ALL_FLTS,11.3,5.2
201303,HKY,EJA,11.3,5.2
201303,HKY,HPJ,11.3,5.2
201303,HKY,TMC,11.3,5.2
201303,HKY,VNR,11.3,5.2
201303,HLG,ALL_FLTS,11.3,5.2
201303,HLG,VNR,11.3,5.2
201303,HLN,ALL_FLTS,8.839130434782609,3.3
201303,HLN,CPZ,9.1,3.3
201303,HLN,EJM,9.1,3.3
201303,HLN,SKW,8.7,3.3
201303,HLN,SWA,9.1,3.3
201303,HLX,ALL_FLTS,11.3,5.2
201303,HLX,NGF,11.3,5.2
201303,HMT,ALL_FLTS,11.3,5.2
201303,HMT,SBE,11.3,5.2
201303,HMZ,ALL_FLTS,11.3,5.2
201303,HMZ,BNA,11.3,5.2
201303,HND,ALL_FLTS,11.3,5.2
201303,HND,CTA,11.3,5.2
201303,HND,CYO,11.3,5.2
201303,HND,DDA,11.3,5.2
201303,HND,EJA,11.3,5.2
201303,HND,EJM,11.3,5.2
201303,HND,RSP,11.3,5.2
201303,HND,SIS,11.3,5.2
201303,HND,TPJ,11.3,5.2
201303,HNL,AAH,11.2,5.1
201303,HNL,AAL,14.1,3.7
201303,HNL,AAR,11.2,5.1
201303,HNL,AAY,11.2,5.1
201303,HNL,ACA,11.2,5.1
201303,HNL,AJX,11.2,5.1
201303,HNL,ALL_FLTS,11.023955807060092,4.961424731182795
201303,HNL,ANA,11.2,5.1
201303,HNL,ANZ,11.2,5.1
201303,HNL,ASA,16.2,3.6
201303,HNL,ASH,9.9,5.4
201303,HNL,ATN,11.2,5.1
201303,HNL,AWE,11.2,5.1
201303,HNL,BJS,11.2,5.1
201303,HNL,BSK,11.2,5.1
201303,HNL,BUG,11.2,5.1
201303,HNL,CAL,11.2,5.1
201303,HNL,CAP,11.2,5.1
201303,HNL,CDG,11.2,5.1
201303,HNL,CES,11.2,5.1
201303,HNL,CKS,11.2,5.1
201303,HNL,CNV,11.2,5.1
201303,HNL,CPT,11.2,5.1
201303,HNL,CSN,11.2,5.1
201303,HNL,CXA,11.2,5.1
201303,HNL,DAL,16.7,4.9
201303,HNL,EJM,11.2,5.1
201303,HNL,FDX,11.2,5.1
201303,HNL,FJI,11.2,5.1
201303,HNL,GTI,11.2,5.1
201303,HNL,HAL,9.0,5.3
201303,HNL,JAL,11.2,5.1
201303,HNL,JST,11.2,5.1
201303,HNL,KAL,11.2,5.1
201303,HNL,LXJ,11.2,5.1
201303,HNL,MAS,11.2,5.1
201303,HNL,MGE,11.2,5.1
201303,HNL,MKU,11.2,5.1
201303,HNL,MUI,11.2,5.1
201303,HNL,MXD,11.2,5.1
201303,HNL,NMI,11.2,5.1
201303,HNL,OAE,11.2,5.1
201303,HNL,PAC,11.2,5.1
201303,HNL,PAL,11.2,5.1
201303,HNL,PEG,11.2,5.1
201303,HNL,QFA,11.2,5.1
201303,HNL,RCH,11.2,5.1
201303,HNL,RDS,11.2,5.1
201303,HNL,SOO,11.2,5.1
201303,HNL,TWY,11.2,5.1
201303,HNL,UAL,14.9,3.1
201303,HNL,UPS,11.2,5.1
201303,HNL,WJA,11.2,5.1
201303,HOB,ALL_FLTS,11.3,5.2
201303,HOB,ASQ,11.3,5.2
201303,HOM,ALL_FLTS,11.3,5.2
201303,HOM,ERR,11.3,5.2
201303,HOM,TNV,11.3,5.2
201303,HON,ALL_FLTS,11.3,5.2
201303,HON,GLA,11.3,5.2
201303,HOP,ALL_FLTS,11.3,5.2
201303,HOP,PAT,11.3,5.2
201303,HOT,ALL_FLTS,11.3,5.2
201303,HOT,AWI,11.3,5.2
201303,HOT,DCM,11.3,5.2
201303,HOT,EJA,11.3,5.2
201303,HOT,FLG,11.3,5.2
201303,HOT,JTL,11.3,5.2
201303,HOT,SQH,11.3,5.2
201303,HOT,ULA,11.3,5.2
201303,HOU,AJI,7.7,4.4
201303,HOU,ALL_FLTS,7.647529328119446,4.392571630703927
201303,HOU,ASQ,7.7,4.4
201303,HOU,BJS,7.7,4.4
201303,HOU,BSK,7.7,4.4
201303,HOU,BYA,7.7,4.4
201303,HOU,CAP,7.7,4.4
201303,HOU,CMF,7.7,4.4
201303,HOU,CNS,7.7,4.4
201303,HOU,CSQ,7.7,4.4
201303,HOU,CYO,7.7,4.4
201303,HOU,DAL,7.7,4.4
201303,HOU,DCM,7.7,4.4
201303,HOU,DRL,7.7,4.4
201303,HOU,ECJ,7.7,4.4
201303,HOU,EGF,9.8,4.1
201303,HOU,EJA,7.7,4.4
201303,HOU,EJM,7.7,4.4
201303,HOU,ELJ,7.7,4.4
201303,HOU,EMD,7.7,4.4
201303,HOU,EUW,7.7,4.4
201303,HOU,FIV,7.7,4.4
201303,HOU,FLG,10.7,4.2
201303,HOU,FLX,7.7,4.4
201303,HOU,FSR,7.7,4.4
201303,HOU,FTH,7.7,4.4
201303,HOU,FWK,7.7,4.4
201303,HOU,GAJ,7.7,4.4
201303,HOU,GCT,7.7,4.4
201303,HOU,GTH,7.7,4.4
201303,HOU,GTX,7.7,4.4
201303,HOU,HRC,7.7,4.4
201303,HOU,JBU,12.0,4.3
201303,HOU,JLG,7.7,4.4
201303,HOU,JTL,7.7,4.4
201303,HOU,KAI,7.7,4.4
201303,HOU,KCR,7.7,4.4
201303,HOU,KOW,7.7,4.4
201303,HOU,LAK,7.7,4.4
201303,HOU,LXJ,7.7,4.4
201303,HOU,MJR,7.7,4.4
201303,HOU,MLN,7.7,4.4
201303,HOU,MRC,7.7,4.4
201303,HOU,NGF,7.7,4.4
201303,HOU,NSH,7.7,4.4
201303,HOU,OPT,7.7,4.4
201303,HOU,PAT,7.7,4.4
201303,HOU,PHJ,7.7,4.4
201303,HOU,PMM,7.7,4.4
201303,HOU,PWA,7.7,4.4
201303,HOU,RAX,7.7,4.4
201303,HOU,RBY,7.7,4.4
201303,HOU,RSP,7.7,4.4
201303,HOU,RVJ,7.7,4.4
201303,HOU,SBE,7.7,4.4
201303,HOU,SCM,7.7,4.4
201303,HOU,SWA,7.4,4.4
201303,HOU,SWQ,7.7,4.4
201303,HOU,TBJ,7.7,4.4
201303,HOU,TFF,7.7,4.4
201303,HOU,TKK,7.7,4.4
201303,HOU,TKM,7.7,4.4
201303,HOU,TMC,7.7,4.4
201303,HOU,TRS,8.9,4.5
201303,HOU,TWY,7.7,4.4
201303,HOU,UAL,7.7,4.4
201303,HOU,UJC,7.7,4.4
201303,HOU,USC,7.7,4.4
201303,HOU,VMP,7.7,4.4
201303,HOU,VNR,7.7,4.4
201303,HOU,VRT,7.7,4.4
201303,HOU,XLS,7.7,4.4
201303,HOU,XSR,7.7,4.4
201303,HPN,AJI,10.7,4.0
201303,HPN,ALL_FLTS,11.054515733551288,3.9571314422692767
201303,HPN,ASQ,10.7,4.0
201303,HPN,AWI,10.7,4.0
201303,HPN,AXQ,10.7,4.0
201303,HPN,BJS,10.7,4.0
201303,HPN,CAP,10.7,4.0
201303,HPN,CHQ,10.7,4.0
201303,HPN,CMF,10.7,4.0
201303,HPN,CNS,10.7,4.0
201303,HPN,CSQ,10.7,4.0
201303,HPN,DAL,10.7,4.0
201303,HPN,DCM,10.7,4.0
201303,HPN,ECJ,10.7,4.0
201303,HPN,EDG,10.7,4.0
201303,HPN,EGC,10.7,4.0
201303,HPN,EJA,10.7,4.0
201303,HPN,EJM,10.7,4.0
201303,HPN,ELJ,10.7,4.0
201303,HPN,FIV,10.7,4.0
201303,HPN,FLG,16.9,5.2
201303,HPN,FSR,10.7,4.0
201303,HPN,FWK,10.7,4.0
201303,HPN,GAJ,10.7,4.0
201303,HPN,GPD,10.7,4.0
201303,HPN,GRY,10.7,4.0
201303,HPN,GTH,10.7,4.0
201303,HPN,HPJ,10.7,4.0
201303,HPN,HPK,10.7,4.0
201303,HPN,HPN,10.7,4.0
201303,HPN,JAS,10.7,4.0
201303,HPN,JBU,12.1,3.5
201303,HPN,JCT,10.7,4.0
201303,HPN,JIA,10.7,4.0
201303,HPN,KAP,10.7,4.0
201303,HPN,KEY,10.7,4.0
201303,HPN,LAK,10.7,4.0
201303,HPN,LJY,10.7,4.0
201303,HPN,LMO,10.7,4.0
201303,HPN,LXJ,10.7,4.0
201303,HPN,MJI,10.7,4.0
201303,HPN,MMD,10.7,4.0
201303,HPN,MMN,10.7,4.0
201303,HPN,MXF,10.7,4.0
201303,HPN,NGF,10.7,4.0
201303,HPN,NSH,10.7,4.0
201303,HPN,OPT,10.7,4.0
201303,HPN,PAT,10.7,4.0
201303,HPN,PDT,10.7,4.0
201303,HPN,PGN,10.7,4.0
201303,HPN,PHJ,10.7,4.0
201303,HPN,PJC,10.7,4.0
201303,HPN,PRD,10.7,4.0
201303,HPN,PWA,10.7,4.0
201303,HPN,PXG,10.7,4.0
201303,HPN,RGY,10.7,4.0
201303,HPN,RJC,10.7,4.0
201303,HPN,RLI,10.7,4.0
201303,HPN,RSP,10.7,4.0
201303,HPN,SBE,10.7,4.0
201303,HPN,SHZ,10.7,4.0
201303,HPN,SKW,9.4,4.1
201303,HPN,SWQ,10.7,4.0
201303,HPN,TCF,10.7,4.0
201303,HPN,TFF,10.7,4.0
201303,HPN,TKK,10.7,4.0
201303,HPN,TMC,10.7,4.0
201303,HPN,TWY,10.7,4.0
201303,HPN,VNR,10.7,4.0
201303,HPN,WDY,10.7,4.0
201303,HPN,WWI,10.7,4.0
201303,HPN,XLS,10.7,4.0
201303,HPN,XSR,10.7,4.0
201303,HQU,ALL_FLTS,11.3,5.2
201303,HQU,EJA,11.3,5.2
201303,HQU,VNR,11.3,5.2
201303,HQZ,ALL_FLTS,11.3,5.2
201303,HQZ,NGF,11.3,5.2
201303,HRI,ALL_FLTS,11.3,5.2
201303,HRI,AMF,11.3,5.2
201303,HRL,ABX,7.1,2.7
201303,HRL,ALL_FLTS,6.749263157894736,2.457606490872211
201303,HRL,ASQ,7.1,2.7
201303,HRL,EJA,7.1,2.7
201303,HRL,FDX,7.1,2.7
201303,HRL,GTX,7.1,2.7
201303,HRL,RPN,7.1,2.7
201303,HRL,SCX,7.1,2.7
201303,HRL,SKW,7.1,2.7
201303,HRL,SWA,6.4,2.2
201303,HRO,ALL_FLTS,11.3,5.2
201303,HRO,EJA,11.3,5.2
201303,HRO,SQH,11.3,5.2
201303,HRT,ALL_FLTS,11.3,5.2
201303,HRT,DAL,11.3,5.2
201303,HSA,ALL_FLTS,11.3,5.2
201303,HSV,AAL,10.5,5.1
201303,HSV,ALL_FLTS,10.723933402705516,4.5924548352816155
201303,HSV,AMF,10.8,4.5
201303,HSV,ASH,10.8,4.5
201303,HSV,ASQ,10.8,4.5
201303,HSV,AWI,10.8,4.5
201303,HSV,BVN,10.8,4.5
201303,HSV,CSQ,10.8,4.5
201303,HSV,DAL,10.8,4.5
201303,HSV,EGF,9.6,4.2
201303,HSV,EJA,10.8,4.5
201303,HSV,FLG,11.5,5.8
201303,HSV,GTI,10.8,4.5
201303,HSV,JIA,10.8,4.5
201303,HSV,JLG,10.8,4.5
201303,HSV,RPA,10.8,4.5
201303,HSV,SKW,9.8,4.0
201303,HSV,UPS,10.8,4.5
201303,HSV,VNR,10.8,4.5
201303,HSV,WML,10.8,4.5
201303,HTO,ALL_FLTS,11.3,5.2
201303,HTO,EJA,11.3,5.2
201303,HTO,OPT,11.3,5.2
201303,HTS,AAY,9.0,4.0
201303,HTS,ALL_FLTS,9.0,4.0
201303,HTS,CNS,9.0,4.0
201303,HTS,DCM,9.0,4.0
201303,HTS,FDX,9.0,4.0
201303,HTS,PDT,9.0,4.0
201303,HUF,ALL_FLTS,11.3,5.2
201303,HUF,DOJ,11.3,5.2
201303,HUM,ALL_FLTS,11.3,5.2
201303,HUM,GCT,11.3,5.2
201303,HUM,OPT,11.3,5.2
201303,HUM,PHM,11.3,5.2
201303,HVN,ALL_FLTS,11.3,5.2
201303,HVN,CNS,11.3,5.2
201303,HVN,DCM,11.3,5.2
201303,HVN,EJA,11.3,5.2
201303,HVN,GPD,11.3,5.2
201303,HVN,PDT,11.3,5.2
201303,HVN,RVJ,11.3,5.2
201303,HWD,ALL_FLTS,11.3,5.2
201303,HWD,AMF,11.3,5.2
201303,HWD,EJA,11.3,5.2
201303,HWD,GTH,11.3,5.2
201303,HWD,LXJ,11.3,5.2
201303,HXD,ALL_FLTS,11.3,5.2
201303,HXD,BJS,11.3,5.2
201303,HXD,CNS,11.3,5.2
201303,HXD,DCM,11.3,5.2
201303,HXD,EJA,11.3,5.2
201303,HXD,LXJ,11.3,5.2
201303,HXD,OPT,11.3,5.2
201303,HXD,PDT,11.3,5.2
201303,HXD,TMC,11.3,5.2
201303,HXD,VET,11.3,5.2
201303,HXD,VNR,11.3,5.2
201303,HYA,ALL_FLTS,11.3,5.2
201303,HYA,EJA,11.3,5.2
201303,HYA,EJM,11.3,5.2
201303,HYA,KAP,11.3,5.2
201303,HYA,KEY,11.3,5.2
201303,HYA,TMC,11.3,5.2
201303,HYI,ALL_FLTS,11.3,5.2
201303,HYI,BYA,11.3,5.2
201303,HYI,EMD,11.3,5.2
201303,HYR,ALL_FLTS,11.3,5.2
201303,HYR,DOW,11.3,5.2
201303,HYR,EJA,11.3,5.2
201303,HYS,ALL_FLTS,11.3,5.2
201303,HYS,GLA,11.3,5.2
201303,I43,ALL_FLTS,11.3,5.2
201303,I43,EJA,11.3,5.2
201303,IAD,AAL,12.6,5.2
201303,IAD,ACA,12.3,5.5
201303,IAD,AFL,12.3,5.5
